Bot1,Bot2,Bot3,Bot4,Bot5,fBlood,fT,fD,fB,TK,DK,BK,Win
134,236,412,5,78,0,0,0,0,0,0,0,no
12,236,121,103,24,1,1,1,0,10,1,0,yes
38,18,201,26,104,0,0,0,0,0,0,0,no
142,13,16,164,107,0,0,0,0,0,0,0,no
30,3,145,518,64,1,1,1,0,11,2,0,yes
25,67,127,30,39,1,0,0,0,9,1,0,yes
421,555,42,120,145,0,1,1,1,7,3,2,no
85,39,81,25,421,0,0,0,0,1,1,0,no
236,24,60,134,117,1,1,1,1,11,2,1,yes
111,104,58,127,119,0,1,1,1,6,2,1,yes
92,142,43,266,81,1,0,0,0,4,2,0,no
126,10,64,145,432,1,1,0,1,11,1,1,yes
76,518,238,85,3,0,0,1,0,1,2,0,no
164,13,12,81,154,1,0,0,0,4,1,0,no
24,497,498,517,64,0,1,1,1,10,2,1,yes
55,60,201,236,92,1,0,1,1,6,2,1,yes
13,12,421,145,39,0,1,0,0,1,0,0,no
99,157,67,122,421,1,1,1,0,4,2,0,yes
12,24,142,64,18,0,0,0,0,0,0,0,no
81,8,43,126,145,1,1,1,0,10,1,0,yes
67,110,3,64,112,0,0,0,0,0,0,0,no
60,122,145,412,126,0,0,1,0,3,1,0,no
266,555,421,517,81,1,1,0,1,9,1,1,yes
3,80,64,145,266,1,1,1,1,9,3,1,yes
164,91,25,67,60,0,0,0,0,1,0,0,no
39,43,81,113,223,0,0,0,0,2,0,0,no
59,25,67,517,17,1,1,1,0,8,2,0,yes
13,12,79,126,429,1,0,0,0,6,3,0,no
61,83,3,145,121,0,1,1,1,10,1,2,yes
79,236,25,13,126,0,0,0,0,7,1,0,no
421,12,157,74,92,1,1,1,1,8,3,2,yes
126,64,142,79,429,1,0,0,0,2,1,0,no
74,12,266,104,112,0,1,1,1,7,3,1,yes
518,421,223,142,58,1,1,0,1,4,2,1,no
3,13,203,10,236,0,0,1,0,11,4,2,yes
13,59,429,412,58,1,1,1,0,2,1,0,yes
3,127,85,64,145,0,0,0,0,0,0,0,no
236,126,517,201,421,0,1,1,0,5,2,0,yes
7,64,92,3,51,1,0,0,0,1,0,0,no
42,145,412,79,114,0,1,1,1,9,2,2,no
126,429,3,105,266,1,0,0,0,8,3,1,yes
81,126,25,91,76,1,1,0,0,6,1,0,yes
8,39,236,12,104,0,0,1,0,1,1,0,no
13,5,236,3,41,0,1,0,1,7,2,1,no
16,104,92,81,112,1,0,1,0,5,1,1,yes
107,429,40,39,79,1,0,0,0,4,0,0,no
64,142,145,164,9,0,1,1,1,6,3,1,yes
3,104,30,41,518,1,1,1,0,8,2,0,yes
114,12,82,113,39,0,0,0,0,1,0,0,no
44,119,3,13,107,0,0,0,0,2,0,0,no
517,134,64,236,16,1,1,1,1,10,2,1,yes
163,112,238,27,89,1,1,1,0,4,2,1,no
142,25,15,164,421,0,0,0,1,7,2,1,yes
16,91,64,13,67,1,0,1,0,0,1,0,no
145,3,517,127,59,0,1,0,0,3,0,0,yes
432,8,81,203,238,0,1,1,1,8,3,2,yes
429,41,4,64,25,1,0,0,0,4,2,0,no
555,145,7,421,10,1,0,0,0,0,0,0,no
16,81,64,266,4,0,1,1,0,8,2,0,yes
136,59,266,12,145,1,1,1,0,2,3,0,no
8,3,67,142,64,0,0,0,1,8,0,1,yes
12,92,39,107,67,0,0,0,0,2,0,0,no
240,60,3,81,266,1,1,1,0,8,1,0,yes
14,64,12,13,429,0,1,1,1,8,1,1,no
67,8,157,79,3,1,0,0,0,8,2,1,yes
25,39,145,92,76,1,1,0,0,2,0,0,no
85,15,412,74,421,0,0,1,1,11,2,1,yes
27,127,412,119,64,0,0,0,0,5,1,1,no
223,79,81,39,3,1,1,1,1,10,3,1,yes
3,60,119,517,133,0,1,0,0,3,0,0,yes
92,76,117,142,145,1,0,0,0,0,0,0,no
157,154,25,38,58,1,1,1,0,4,1,0,yes
81,555,92,79,131,0,0,0,0,0,0,0,no
131,8,203,81,9,0,1,1,1,7,2,1,yes
236,13,64,92,3,1,0,0,0,5,0,0,no
127,15,59,64,122,0,0,0,0,0,0,0,no
25,68,238,421,81,1,1,1,0,2,1,0,yes
60,163,81,142,39,1,0,0,1,10,1,1,yes
112,421,412,236,126,0,1,1,0,3,1,0,no
555,81,79,127,126,1,1,0,0,2,1,0,no
157,76,39,145,412,0,0,1,1,8,3,1,yes
154,58,3,67,112,1,1,0,1,7,0,1,yes
145,55,555,64,126,0,0,1,0,3,2,0,no
79,412,517,64,236,1,1,1,1,11,2,1,yes
142,133,92,9,81,0,0,0,0,1,1,0,no
238,145,3,5,517,1,0,0,0,2,0,0,no
67,98,157,92,79,0,1,1,1,6,2,1,yes
92,64,8,412,145,1,0,1,0,5,1,0,no
60,223,58,81,238,0,1,0,1,5,2,1,yes
12,203,142,24,429,1,1,0,0,5,1,0,yes
92,81,517,112,3,0,0,1,0,1,1,0,no
92,142,76,429,3,1,1,1,1,10,3,2,yes
64,81,223,127,13,0,0,0,0,4,0,0,no
134,121,236,26,266,0,0,0,0,0,0,0,no
81,60,58,142,16,1,1,1,1,6,3,1,yes
236,421,3,8,142,1,1,1,0,6,1,0,yes
81,9,203,55,266,0,0,0,0,0,0,0,no
81,223,92,64,126,1,1,1,0,10,2,0,yes
59,13,145,12,61,0,0,0,0,0,0,0,no
64,240,81,157,111,0,1,1,1,8,2,1,yes
3,39,517,107,145,1,0,0,0,3,0,0,no
517,69,113,67,555,0,0,1,1,8,1,2,no
412,145,39,60,24,1,1,0,0,9,3,0,yes
266,81,13,163,89,0,0,0,0,3,0,0,no
555,517,64,12,145,1,1,1,0,5,1,0,yes
13,236,40,126,92,0,1,0,1,11,1,1,yes
16,64,81,7,85,1,0,1,0,0,1,0,no
201,81,13,104,92,1,1,1,1,7,3,1,yes
145,3,34,64,517,0,0,0,0,1,0,0,no
3,64,92,13,67,1,0,1,0,8,3,0,yes
157,119,8,28,25,0,1,0,1,8,2,3,no
12,429,2,92,517,1,0,1,0,2,2,0,no
114,13,223,30,145,0,1,0,1,9,2,1,yes
266,427,429,412,112,1,0,0,0,2,0,0,no
64,90,223,39,115,0,1,1,1,10,4,1,yes
266,412,154,145,8,1,1,0,0,2,1,0,yes
92,64,12,81,112,0,0,1,0,0,1,0,no
76,127,119,412,6,1,0,0,0,6,2,1,no
112,21,555,203,126,0,1,1,1,8,2,1,yes
3,112,121,122,39,1,1,1,0,4,3,0,yes
81,27,26,76,142,0,0,0,0,1,0,0,no
64,9,27,84,145,0,1,1,0,1,2,0,no
7,412,59,114,81,1,0,0,1,3,0,1,yes
64,114,127,412,145,0,1,0,0,2,0,0,no
15,56,92,555,30,1,0,1,1,7,3,1,yes
154,122,201,81,142,1,1,1,1,9,1,1,yes
429,16,517,80,134,0,0,0,0,4,2,0,no
64,83,117,127,429,0,0,0,0,0,0,0,no
30,92,126,3,145,1,1,1,0,9,1,0,yes
60,117,81,9,266,0,0,0,0,0,0,0,no
79,64,23,429,517,1,1,1,0,7,3,0,yes
92,53,120,145,60,0,0,0,0,9,1,0,yes
55,64,517,59,15,1,1,1,1,2,1,1,no
517,15,8,143,5,1,1,1,0,11,3,0,yes
69,127,74,64,555,0,0,0,1,0,0,1,no
107,119,14,268,59,1,1,1,0,11,3,0,yes
412,236,81,79,83,0,0,0,1,6,1,1,no
59,3,105,81,83,1,0,0,0,3,1,0,no
64,245,6,69,412,0,1,1,1,10,2,1,yes
76,12,56,83,145,1,1,1,1,8,2,1,yes
517,236,111,39,154,0,0,0,0,0,0,0,no
39,7,223,81,121,1,1,1,0,5,3,0,yes
145,142,16,64,92,0,0,0,0,1,0,0,no
92,121,7,12,145,1,1,1,0,10,3,0,yes
117,30,16,429,157,0,0,0,0,0,0,0,no
14,30,161,498,412,0,1,1,1,10,2,1,yes
60,126,145,157,201,1,0,0,0,6,0,0,no
267,236,39,92,121,0,1,1,0,5,3,0,yes
412,429,142,64,114,1,0,0,0,1,0,0,no
7,40,92,30,67,0,0,0,1,8,1,2,yes
39,59,24,236,44,1,1,1,0,4,3,0,no
517,121,145,9,126,0,0,0,0,0,0,0,no
6,223,222,34,64,1,1,1,1,9,2,1,yes
92,76,39,12,81,0,0,0,0,5,1,0,no
236,104,114,201,6,1,1,1,1,6,1,1,yes
201,236,517,64,13,1,1,1,1,10,3,1,yes
44,127,114,51,9,0,0,0,0,1,0,0,no
517,412,238,145,92,0,0,0,0,1,0,0,no
236,201,240,104,17,1,1,1,1,11,4,1,yes
5,85,201,81,142,1,0,0,0,1,0,0,no
126,7,432,236,64,0,1,1,1,11,3,1,yes
58,12,81,142,60,1,1,1,1,11,2,2,yes
267,203,8,145,517,0,0,0,0,3,2,0,no
157,79,114,145,12,1,0,1,1,8,3,1,yes
517,25,113,56,236,0,1,0,0,4,1,0,no
64,92,161,236,8,0,1,1,0,1,1,0,no
79,157,112,12,429,1,0,0,1,9,3,1,yes
43,11,76,92,236,0,1,1,0,11,3,1,yes
91,127,79,18,12,1,0,0,1,2,1,1,no
5,81,25,517,142,0,0,1,1,7,3,1,no
51,223,56,8,11,1,1,0,0,6,1,1,yes
64,142,81,12,126,1,1,1,1,10,2,1,yes
79,6,236,39,161,0,0,0,0,2,1,0,no
43,91,113,67,412,0,1,0,1,7,3,1,yes
64,517,142,201,145,1,0,1,0,3,2,1,no
4,76,15,111,39,1,1,1,0,10,1,0,yes
51,25,114,91,113,0,0,0,0,0,0,0,no
64,266,142,555,119,0,0,0,0,2,0,0,no
20,42,412,81,92,1,1,1,1,11,3,1,yes
64,61,412,41,222,0,1,0,0,3,1,0,no
121,98,81,25,69,1,0,1,1,10,2,1,yes
79,3,80,157,16,1,1,1,1,8,2,1,yes
26,58,81,69,64,0,0,0,0,0,0,0,no
112,64,143,4,107,1,1,0,0,10,2,0,yes
254,40,81,517,85,0,0,1,0,0,1,0,no
110,111,60,92,13,0,0,1,0,1,1,0,no
25,236,157,142,76,1,1,0,0,4,1,0,yes
145,134,83,164,412,0,0,0,0,3,0,0,no
203,25,112,142,114,1,1,1,1,4,3,1,yes
8,40,91,236,121,0,0,1,0,4,3,0,yes
75,39,119,12,127,1,1,0,0,1,0,0,no
517,555,64,126,69,0,1,1,0,3,1,0,no
40,6,127,104,29,1,0,0,1,6,2,1,yes
92,134,111,24,236,0,1,1,1,10,5,2,yes
555,127,5,6,110,1,0,0,0,3,1,1,no
122,145,127,89,76,1,1,1,1,10,3,1,yes
81,40,64,517,14,0,0,0,0,1,0,0,no
43,3,67,64,40,0,1,1,0,2,2,0,yes
79,16,517,81,91,1,0,0,0,0,0,0,no
157,79,412,145,58,0,0,0,1,5,1,1,no
517,51,25,36,41,1,1,1,0,8,3,0,yes
236,126,111,240,517,1,0,0,1,4,0,1,no
429,134,58,163,106,0,1,1,0,8,3,1,yes
114,517,76,117,498,1,1,1,1,9,2,1,yes
102,106,56,164,145,0,0,0,0,1,0,0,no
106,121,58,161,50,0,1,1,0,9,3,0,yes
8,76,350,517,81,1,0,0,0,1,0,0,no
266,30,145,25,238,0,0,0,1,4,0,1,no
163,106,92,81,39,1,1,1,0,9,4,1,yes
163,145,24,266,497,1,0,0,0,10,3,2,yes
142,555,110,56,80,0,1,1,1,5,2,1,no
81,350,3,64,8,0,0,0,0,2,0,0,no
164,59,12,429,84,1,1,1,0,5,3,0,yes
119,3,106,13,30,1,0,0,0,1,0,0,no
80,145,201,266,102,0,1,1,0,1,2,0,yes
163,3,412,119,41,0,0,0,0,0,0,0,yes
29,80,223,222,517,1,0,0,0,0,0,0,no
64,38,236,555,517,1,0,0,0,1,0,0,no
121,3,84,412,145,0,1,1,0,8,2,0,yes
266,145,201,164,30,1,1,1,0,7,1,0,yes
41,163,518,203,3,0,0,0,0,0,0,0,no
236,2,350,41,84,0,0,0,0,0,0,0,no
24,64,3,145,106,1,1,1,0,9,2,0,yes
82,555,145,79,84,1,0,1,0,0,2,0,no
164,60,497,13,498,0,1,0,1,10,1,1,yes
30,517,111,41,145,1,0,0,1,11,2,1,yes
84,119,43,412,266,0,1,1,0,3,1,0,no
126,60,201,498,13,0,0,0,1,9,2,1,yes
266,145,64,106,39,1,1,1,0,5,2,0,no
81,266,555,203,85,0,1,0,0,6,1,0,yes
145,111,58,517,84,1,0,1,1,5,2,1,no
266,58,555,163,236,1,1,1,0,4,1,0,yes
13,59,106,84,145,0,0,0,0,0,0,0,no
498,161,154,58,555,1,1,0,1,5,1,1,no
223,222,266,163,126,0,0,1,0,8,3,1,yes
7,106,39,60,110,0,0,0,0,0,0,0,no
498,163,266,555,145,1,1,1,0,2,1,0,yes
117,104,223,81,89,0,1,0,0,2,1,0,no
141,412,163,266,222,1,0,1,1,11,3,1,yes
43,163,498,39,412,0,0,0,0,0,0,0,no
517,145,266,59,126,1,1,1,1,9,2,1,yes
412,429,114,517,266,0,1,0,0,7,2,0,yes
39,60,498,555,43,1,0,1,0,0,1,0,no
202,141,99,142,266,1,1,1,0,6,2,0,yes
350,30,81,163,126,0,0,0,0,0,0,0,no
15,92,78,203,43,0,1,1,1,8,2,1,yes
517,39,25,98,222,1,0,0,0,2,0,0,no
81,28,2,236,43,0,1,0,1,5,1,1,no
145,134,58,350,20,1,0,1,0,8,4,0,yes
26,145,517,150,67,0,0,0,1,7,2,1,yes
20,43,58,81,84,1,1,1,0,5,1,0,no
121,106,145,18,142,1,1,1,0,5,3,0,yes
81,517,111,64,91,0,0,0,0,0,0,0,no
76,350,498,266,142,1,1,1,1,9,1,1,yes
18,84,497,141,517,0,0,0,0,0,0,0,no
30,80,222,164,412,1,0,1,0,1,1,0,yes
266,15,84,350,126,0,1,0,0,1,0,0,no
28,266,84,412,498,1,1,0,0,4,0,1,no
145,13,421,106,82,0,0,1,1,8,4,1,yes
59,163,266,2,429,0,1,1,0,6,3,0,yes
145,79,92,76,98,1,0,0,0,0,0,0,no
498,201,126,266,76,0,0,0,1,3,0,1,yes
517,145,84,106,5,1,1,1,0,2,3,0,no
43,157,79,106,145,1,1,1,0,7,2,0,no
201,518,517,266,236,0,0,0,1,7,0,1,yes
518,67,201,126,44,0,1,1,1,9,2,1,yes
106,145,266,8,517,1,0,0,0,0,1,0,no
76,145,106,236,3,0,1,1,0,2,2,0,no
203,81,223,8,517,1,0,0,1,8,2,1,yes
145,154,18,106,82,1,0,1,1,7,2,2,yes
517,236,201,117,5,0,1,0,0,8,3,0,no
114,141,37,223,7,1,0,1,1,10,2,1,yes
555,8,15,64,127,0,1,0,0,3,1,0,no
79,350,145,142,58,0,0,0,0,3,0,0,no
203,161,133,157,106,1,1,1,1,7,2,1,yes
421,201,517,498,92,1,1,1,1,7,3,1,yes
164,5,142,145,106,0,0,0,0,1,1,0,no
150,145,79,59,84,0,0,0,1,5,1,1,no
68,142,64,223,81,1,1,1,0,10,3,1,yes
145,555,517,142,64,1,0,1,0,5,2,0,yes
222,412,79,42,39,0,1,0,0,2,0,0,no
421,68,106,18,84,1,0,1,0,2,1,0,no
79,498,350,266,518,0,1,0,1,10,3,1,yes
60,81,13,350,164,1,0,1,0,1,1,0,no
517,106,145,266,421,0,1,0,0,5,2,0,yes
223,142,81,421,266,0,0,1,0,0,1,0,no
157,79,164,58,517,1,1,0,1,11,2,1,yes
111,517,60,92,145,0,1,0,1,7,1,1,yes
81,2,58,43,115,1,0,1,0,2,1,0,no
497,84,236,517,203,1,1,1,1,9,3,1,yes
89,145,38,80,141,0,0,0,0,1,0,0,no
517,236,43,84,498,1,0,0,0,2,1,0,no
497,266,79,58,145,0,1,1,0,4,2,0,yes
43,141,81,350,4,0,0,0,0,0,0,0,no
79,145,26,203,133,1,1,1,0,2,1,0,yes
42,498,517,412,2,0,1,1,0,10,4,1,yes
266,145,106,30,58,1,0,0,1,2,1,1,no
76,81,236,150,350,0,0,0,0,0,0,0,no
79,145,84,164,555,1,1,1,1,8,2,1,yes
40,15,223,64,84,1,0,0,0,0,0,0,no
517,79,43,81,39,0,1,0,0,8,0,0,yes
236,81,84,421,43,1,1,0,1,10,2,1,yes
163,266,51,2,99,0,0,1,0,2,4,1,no
163,518,236,2,157,1,0,1,1,7,4,1,yes
81,141,201,161,517,0,1,0,0,2,0,0,no
43,119,76,111,142,1,1,0,1,4,0,1,yes
350,29,30,7,133,0,0,1,0,2,1,0,no
15,34,64,350,84,0,1,1,0,2,1,0,yes
39,111,163,22,24,1,0,0,0,0,0,0,no
43,429,107,58,8,1,1,1,0,10,2,0,yes
15,59,350,13,44,0,0,0,0,1,0,0,no
30,201,126,236,68,0,0,0,0,0,0,0,no
203,142,223,81,120,1,1,1,0,3,2,0,yes
58,350,142,81,64,0,1,1,0,4,2,0,no
517,79,412,18,164,1,0,0,1,9,2,2,yes
223,59,81,41,68,1,1,0,1,9,1,1,yes
79,517,30,266,145,0,0,1,0,4,4,1,no
91,555,145,84,79,1,1,0,1,5,1,1,yes
25,58,266,81,56,0,0,1,0,1,1,0,no
81,112,246,64,43,0,1,1,1,10,2,1,yes
15,18,85,245,99,1,0,0,0,0,0,0,no
42,5,163,412,222,1,1,1,0,5,1,0,yes
18,141,40,161,81,0,0,0,0,0,0,0,no
74,164,555,64,29,1,0,0,1,7,0,1,yes
60,81,266,24,350,0,1,1,0,4,3,0,no
145,64,111,517,126,1,1,1,0,6,3,0,yes
203,81,40,150,84,0,0,0,0,0,0,0,no
85,92,18,81,555,1,0,0,0,0,0,0,no
222,412,266,517,30,0,1,1,0,7,1,0,yes
84,236,517,555,240,0,1,0,0,4,0,0,no
58,412,30,15,61,1,0,1,1,7,2,1,yes
498,497,517,163,266,1,1,1,0,8,1,0,yes
246,8,222,412,20,0,0,0,0,0,0,0,no
39,79,412,4,81,0,1,1,0,8,1,0,yes
498,59,53,142,164,1,0,0,1,4,1,1,no
81,412,80,79,2,1,0,1,1,7,3,1,yes
64,43,236,82,157,0,1,0,0,1,0,0,no
421,145,43,246,12,0,0,0,1,6,1,1,yes
517,106,92,236,113,1,1,1,0,3,3,0,no
350,240,517,142,157,1,1,1,1,7,3,1,yes
76,222,126,555,164,0,0,0,0,3,1,0,no
18,53,517,236,8,1,1,1,0,5,2,0,no
99,69,421,43,51,0,0,0,1,6,1,1,yes
517,15,133,246,412,1,1,0,1,8,2,1,yes
111,76,145,8,126,0,0,1,0,0,1,0,no
104,85,51,50,223,0,1,1,1,10,2,1,yes
222,43,517,58,236,1,0,0,0,1,1,0,no
79,555,420,15,39,0,0,0,0,2,0,0,no
78,141,517,4,98,1,1,1,0,8,1,0,yes
157,517,126,82,106,0,0,0,0,9,1,1,yes
266,60,8,110,25,1,1,1,1,6,2,1,no
43,82,163,236,126,0,0,0,0,0,0,0,no
266,99,60,8,51,1,1,1,0,4,1,0,yes
518,157,5,99,74,0,0,0,0,4,2,0,no
91,76,22,78,89,1,1,1,1,10,2,2,yes
81,350,126,60,131,1,1,1,0,11,2,0,yes
517,555,51,24,164,0,0,0,0,1,0,0,no
81,412,142,141,518,0,1,1,0,1,1,0,yes
22,164,30,39,43,1,0,0,0,0,0,0,no
145,201,43,2,268,0,1,1,0,8,5,1,yes
36,223,81,79,51,1,0,0,1,9,2,3,no
81,39,42,20,79,1,0,1,0,0,1,0,no
517,40,22,13,114,0,1,0,1,9,2,1,yes
145,9,39,84,35,0,1,1,0,5,1,0,yes
43,113,131,498,2,1,0,0,0,0,0,0,no
517,67,201,157,126,1,1,0,1,9,2,1,yes
203,43,8,81,4,0,0,1,0,3,2,1,no
40,15,421,131,518,1,1,0,0,4,1,0,yes
81,43,82,112,64,0,0,1,0,0,1,0,no
43,113,497,498,126,1,1,0,1,11,2,1,yes
92,82,111,55,145,0,0,1,0,2,1,0,no
421,164,43,81,518,0,0,0,0,2,2,0,no
145,111,76,157,39,1,1,1,1,9,3,2,yes
518,498,62,203,99,0,0,1,0,2,1,0,no
15,43,39,72,42,1,1,0,0,10,3,0,yes
13,555,84,81,421,1,0,1,0,2,2,0,no
43,34,111,15,2,0,1,0,1,7,2,1,yes
142,2,555,266,15,1,1,0,0,4,0,0,no
157,517,111,145,39,0,0,1,1,3,2,1,yes
236,266,518,12,85,0,1,1,0,2,2,0,no
43,145,517,141,245,1,0,0,1,10,2,2,yes
81,99,26,5,266,0,1,0,0,1,0,0,no
2,43,555,15,127,1,0,1,0,5,3,0,yes
33,58,164,145,99,1,0,1,0,8,1,0,yes
141,268,350,18,41,0,1,0,0,2,0,0,no
58,114,79,60,145,0,0,1,0,2,1,0,no
236,99,266,517,421,1,1,0,0,6,1,0,yes
497,30,23,126,498,0,0,0,1,6,2,1,yes
24,266,25,90,145,1,1,1,0,5,2,0,no
99,498,84,41,104,1,1,1,0,11,3,1,yes
24,51,25,34,164,0,0,0,1,2,1,1,no
518,350,30,58,145,0,1,1,0,4,1,0,no
38,266,141,25,555,1,0,0,1,7,2,1,yes
518,103,111,236,64,0,0,1,0,5,1,0,no
39,59,15,2,350,1,1,0,1,9,4,2,yes
24,164,81,201,64,0,0,1,0,1,1,0,no
99,518,91,5,13,1,1,0,0,5,2,0,yes
58,113,99,126,51,1,1,1,1,8,3,1,yes
498,497,39,31,60,0,0,0,0,3,1,0,no
142,555,64,39,236,1,1,1,0,9,1,0,yes
266,61,69,29,350,0,0,0,0,0,0,0,no
555,13,76,236,266,0,1,0,0,5,1,0,no
7,141,79,81,68,1,0,1,1,10,3,1,yes
112,203,350,498,13,0,0,0,0,1,0,0,no
67,497,7,5,518,1,1,1,0,6,1,0,yes
555,163,126,29,350,0,0,1,1,10,3,1,yes
84,113,145,12,23,1,1,0,0,4,1,0,no
51,13,9,163,58,0,1,1,1,8,3,1,yes
236,555,45,266,23,1,0,0,0,3,0,0,no
79,113,145,223,24,1,0,0,0,2,0,0,no
105,497,8,498,64,0,1,1,1,6,2,1,yes
40,84,119,266,76,1,1,0,1,6,3,1,yes
99,120,421,15,517,0,0,1,0,5,1,0,no
13,79,555,267,67,0,1,0,1,7,1,1,yes
266,107,517,222,99,1,0,1,0,2,1,0,no
24,421,350,15,8,1,1,0,0,2,1,0,no
39,40,113,157,21,0,0,1,1,9,2,1,yes
497,13,498,518,59,1,1,1,0,9,2,0,yes
15,8,56,517,350,0,0,0,0,0,0,0,no
89,82,39,421,517,0,1,0,0,5,2,0,no
24,141,43,81,13,1,0,1,1,8,3,1,yes
126,60,350,67,105,1,0,0,0,1,0,0,no
114,84,76,498,111,0,1,1,0,9,2,0,yes
60,24,236,3,163,1,0,0,0,0,0,0,no
266,64,517,111,145,0,1,1,0,10,1,0,yes
13,497,498,164,64,1,0,1,0,2,1,0,no
80,142,350,518,266,0,1,0,1,5,2,1,yes
42,145,555,39,30,0,0,0,0,0,0,0,no
7,350,236,266,141,1,1,1,0,10,2,0,yes
163,81,2,112,99,1,1,1,0,9,1,0,yes
350,15,517,266,5,0,0,0,0,0,0,0,no
13,141,412,222,517,0,1,0,0,3,2,0,no
41,3,99,145,76,1,0,1,1,8,3,2,yes
5,39,350,145,13,1,1,1,0,6,2,0,yes
266,76,555,497,498,0,0,0,0,0,0,0,no
13,141,99,81,517,0,0,0,0,0,1,0,no
24,518,119,64,25,1,1,1,0,8,2,0,yes
203,201,266,13,81,1,1,0,0,3,0,0,yes
39,44,64,145,517,0,0,1,0,0,1,0,no
350,203,81,266,13,1,1,0,0,8,1,0,yes
145,114,99,517,421,0,0,1,0,1,1,0,no
60,40,145,266,84,1,1,1,0,4,1,0,yes
72,245,518,350,18,0,0,0,0,0,0,0,no
13,157,79,91,163,1,1,1,1,6,3,1,yes
8,266,555,421,67,0,0,0,0,2,0,0,no
421,25,51,39,84,1,1,0,0,8,0,0,yes
68,81,126,350,163,0,0,1,1,3,3,1,no
266,25,145,99,20,1,0,1,0,2,3,0,no
350,61,21,64,13,0,1,0,1,11,1,1,yes
498,20,3,58,105,0,0,0,0,0,0,0,no
145,24,517,111,421,1,1,1,0,3,2,0,yes
64,145,134,39,111,1,0,1,0,2,1,0,no
13,15,350,6,517,0,1,0,0,5,1,0,yes
60,15,518,517,350,0,0,0,0,0,0,0,no
30,126,266,89,82,1,0,0,0,0,0,0,yes
421,266,37,44,161,1,1,1,1,7,2,1,yes
350,119,58,79,13,0,0,0,0,1,1,0,no
266,223,64,497,498,0,0,0,0,0,0,0,no
3,18,518,163,555,1,1,1,0,4,1,0,yes
142,145,421,555,517,1,1,1,1,10,3,1,yes
266,157,37,43,79,0,0,0,0,1,0,0,no
497,429,60,13,266,0,0,0,0,0,0,0,no
350,498,39,555,141,1,1,1,0,3,1,0,yes
81,350,126,5,24,1,1,0,1,11,2,1,yes
203,555,498,497,8,0,0,1,0,1,1,0,no
497,498,85,76,91,1,1,1,0,3,1,0,no
13,350,266,121,81,0,0,0,1,10,2,1,yes
350,145,76,157,126,0,0,1,0,0,1,0,no
30,7,555,15,240,1,1,0,0,7,1,0,yes
114,13,236,518,76,0,1,0,1,3,1,1,no
266,145,517,350,5,1,0,1,0,7,3,1,yes
266,350,8,67,30,0,0,0,0,0,0,0,no
555,2,27,517,15,1,1,1,1,10,4,1,yes
7,99,64,517,81,1,0,1,0,6,2,0,no
497,236,555,107,76,0,1,0,1,7,3,2,yes
114,157,79,350,15,0,0,0,0,2,0,0,no
85,421,517,145,43,1,1,1,1,7,3,1,yes
350,24,238,30,222,1,0,0,0,2,0,0,no
142,412,145,78,266,0,1,1,0,3,1,0,yes
61,421,15,555,517,0,1,1,0,3,4,0,no
145,8,64,40,13,1,0,0,1,7,0,1,yes
8,5,111,91,145,1,0,1,0,8,1,0,yes
105,64,85,350,29,0,1,0,1,3,2,1,no
517,64,518,101,15,0,0,0,0,0,0,0,no
266,30,81,114,350,1,1,1,1,5,1,1,yes
150,163,145,113,412,1,0,1,0,3,2,0,no
13,421,517,498,350,0,1,0,1,8,2,1,yes
119,240,517,113,111,1,1,0,0,1,1,0,no
21,69,3,126,141,0,0,1,0,5,1,0,yes
236,111,84,30,266,0,0,0,1,5,1,1,no
5,350,145,13,42,1,1,1,0,7,3,0,yes
517,91,64,350,145,1,1,1,0,5,1,0,yes
39,157,163,79,13,0,0,0,0,0,0,0,no
3,64,163,164,202,1,1,0,0,4,1,0,yes
59,111,114,222,7,0,0,1,0,3,1,0,no
39,67,412,8,5,1,0,1,0,7,3,0,yes
421,13,236,350,58,0,1,0,1,3,0,1,no
150,163,111,202,76,1,1,0,0,7,0,0,yes
13,5,85,350,81,0,0,0,0,0,0,0,no
236,517,60,350,126,0,1,1,1,9,2,1,yes
39,64,412,145,42,1,0,0,0,0,0,0,no
222,350,39,266,5,1,1,1,0,5,2,0,yes
43,163,13,145,24,0,0,0,0,0,0,0,no
266,99,104,117,498,1,1,1,0,3,1,0,no
517,497,203,37,39,0,0,0,1,9,3,1,yes
61,236,266,350,113,0,0,0,0,1,0,0,no
24,145,43,203,163,1,1,1,0,3,2,0,yes
517,30,51,412,54,1,1,1,1,10,2,1,yes
203,69,350,126,202,0,0,0,0,2,2,0,no
163,105,3,39,518,1,1,1,0,7,1,0,yes
24,266,201,22,113,0,0,0,0,0,0,0,no
266,67,84,555,126,1,0,0,0,2,0,0,no
13,518,20,145,412,0,1,1,1,11,4,1,yes
555,85,37,45,104,0,0,0,0,0,0,0,no
518,126,421,98,81,1,1,1,1,9,1,1,yes
81,13,98,517,2,0,0,0,0,0,0,0,no
145,142,111,64,126,1,1,1,0,4,1,0,yes
145,517,121,12,92,0,0,0,1,9,1,1,yes
142,120,412,421,429,1,1,1,0,3,3,0,no
517,145,421,412,2,1,0,1,1,7,2,1,yes
13,126,67,60,111,0,1,0,0,3,0,0,no
34,161,58,5,25,1,0,0,0,0,0,0,no
76,126,67,267,517,0,1,1,0,6,2,0,yes
517,99,18,76,39,0,1,1,0,9,2,0,yes
119,412,421,126,13,1,0,0,0,2,0,0,no
236,238,412,120,5,0,0,0,0,0,0,0,no
