Bot1,Bot2,Bot3,Bot4,Bot5,fBlood,fT,fD,fB,TK,DK,BK,Win
12,7,163,58,202,1,1,1,0,3,1,0,yes
60,84,126,43,236,1,1,0,0,5,0,0,no
202,111,266,101,421,0,0,1,1,9,3,1,yes
555,126,33,517,145,0,1,0,0,8,0,0,yes
84,203,202,266,223,1,0,0,0,0,0,0,no
85,517,266,67,412,1,1,1,1,10,2,1,yes
161,81,30,58,223,0,0,0,0,2,0,0,no
236,24,61,64,555,0,0,0,1,6,3,1,no
103,126,222,412,2,1,1,1,0,10,3,2,yes
81,421,92,4,111,0,1,0,0,6,1,0,no
412,222,30,41,142,1,0,1,1,9,4,2,yes
3,119,68,30,41,0,0,1,0,2,1,0,no
84,517,67,421,111,1,1,0,1,9,2,1,yes
90,203,58,236,201,1,1,0,0,10,1,0,yes
81,61,20,111,13,0,0,1,1,0,2,1,no
498,13,497,20,91,0,0,0,0,1,0,0,no
90,203,3,517,145,1,1,1,0,3,2,0,yes
111,518,145,7,421,1,1,1,1,11,2,1,yes
42,163,164,113,202,0,0,0,0,1,0,0,no
517,203,201,236,24,0,0,0,0,0,0,0,no
13,163,421,111,84,1,1,0,0,6,0,0,yes
145,268,3,85,64,1,0,1,0,5,3,0,yes
518,111,222,24,59,0,1,0,0,1,0,0,no
60,24,126,82,89,1,0,0,0,2,1,0,no
145,111,518,2,517,0,1,1,1,5,3,1,yes
163,25,266,39,134,1,0,0,0,0,0,0,no
119,33,16,24,13,0,1,1,1,3,1,1,yes
201,145,39,421,84,1,1,1,0,4,1,0,yes
111,13,2,236,56,0,0,0,0,0,0,0,no
24,28,497,13,498,1,1,0,0,4,1,0,no
38,60,67,111,78,0,0,1,1,7,3,1,yes
58,145,44,24,28,0,1,1,1,8,2,1,yes
22,111,518,64,91,1,0,0,0,0,0,0,no
64,3,39,67,142,0,1,1,1,8,1,1,yes
517,145,13,56,111,1,0,0,0,3,1,0,no
3,518,157,54,113,1,1,1,0,2,1,0,yes
111,517,145,117,60,0,0,0,0,0,0,0,no
498,6,238,111,68,1,1,1,0,6,3,0,yes
24,412,236,113,84,0,0,0,0,1,0,0,no
85,154,164,429,517,0,0,0,0,0,0,0,no
111,39,236,59,13,1,1,1,0,3,2,0,yes
240,3,30,15,39,0,1,0,0,8,1,0,yes
111,68,64,145,82,1,0,1,0,1,1,0,no
145,113,157,201,24,0,0,0,0,0,0,0,no
203,120,498,4,497,1,1,1,0,7,2,0,yes
91,120,76,8,555,1,0,1,1,7,2,1,yes
68,3,13,81,421,0,1,0,0,3,0,0,no
142,58,163,29,412,1,0,0,0,1,0,0,no
59,555,13,110,517,0,1,1,1,4,2,1,yes
555,84,81,421,68,1,1,1,0,7,2,0,yes
497,28,145,157,85,0,0,0,0,1,0,0,no
555,67,41,30,84,0,1,1,0,5,2,0,yes
3,59,6,145,126,1,0,0,0,0,0,0,no
68,81,421,3,91,0,0,0,0,1,0,0,no
64,498,43,497,111,1,1,1,0,3,2,0,yes
81,79,8,64,13,1,0,0,0,0,0,0,no
222,517,555,39,59,0,1,1,1,11,2,1,yes
131,222,3,64,13,0,0,0,0,4,1,0,no
18,421,142,44,517,1,1,1,1,9,2,1,yes
236,111,39,121,201,1,0,0,0,2,0,0,no
145,555,203,163,114,0,1,1,0,9,1,0,yes
555,68,67,30,64,0,0,0,0,0,0,0,no
145,3,517,163,164,1,1,1,0,8,2,0,yes
201,81,30,83,161,1,1,0,0,9,2,0,yes
145,555,7,203,126,0,0,1,1,1,1,1,no
555,59,91,145,92,1,1,1,0,6,3,0,yes
236,81,60,412,2,0,0,0,0,1,0,0,no
120,555,8,203,236,0,1,1,1,9,2,1,yes
517,497,59,145,39,1,0,0,0,5,1,0,no
7,107,8,145,79,0,0,0,0,1,0,0,no
429,3,121,38,17,1,1,1,1,3,3,1,yes
67,266,7,64,412,0,0,0,0,3,0,0,no
145,104,6,13,555,1,1,1,1,7,3,1,yes
555,113,39,22,13,1,0,0,1,5,1,1,yes
81,163,223,59,85,0,1,1,0,5,3,0,no
126,412,67,157,64,0,0,1,1,2,1,1,no
3,13,161,120,39,1,1,0,0,8,4,2,yes
238,126,67,44,60,1,1,1,0,2,1,0,yes
145,121,555,41,163,0,0,0,0,0,0,0,no
126,8,412,141,81,1,0,0,0,3,0,0,no
68,64,555,145,238,0,1,1,1,5,2,1,yes
203,238,517,43,81,0,0,0,0,0,0,0,no
145,59,13,68,555,1,1,1,0,5,3,0,yes
64,10,164,222,201,0,1,1,0,7,3,0,yes
62,421,81,157,555,1,0,0,1,4,1,2,no
64,119,555,3,24,1,0,0,0,2,0,0,no
39,59,13,30,412,0,1,1,1,8,3,1,yes
517,145,85,120,9,0,1,0,0,4,1,0,no
79,236,119,157,555,1,0,1,1,7,1,2,yes
164,236,43,59,555,0,0,0,0,1,0,0,no
145,517,3,60,238,1,1,1,1,10,2,1,yes
13,3,145,120,68,1,0,0,1,6,0,2,no
42,79,421,24,157,0,1,1,0,9,4,0,yes
64,13,24,412,236,0,1,0,0,3,1,1,no
145,517,59,42,555,1,0,1,1,11,4,1,yes
154,89,236,13,24,1,1,0,1,9,1,1,yes
39,145,203,42,555,0,0,1,0,2,2,0,no
7,201,203,145,126,1,1,0,1,9,3,1,yes
164,26,120,142,51,0,0,1,0,2,1,0,no
429,3,64,517,39,1,0,0,0,1,0,0,no
145,555,421,163,24,0,1,1,0,7,3,0,yes
67,30,126,555,157,0,0,0,0,1,1,0,no
516,20,89,82,240,1,1,1,0,6,2,0,yes
39,81,30,85,516,0,1,0,1,8,1,1,yes
145,64,157,13,555,1,0,1,0,3,3,0,no
236,518,555,64,126,1,1,1,0,10,1,0,yes
201,103,13,59,67,0,0,0,0,0,0,0,no
39,111,107,105,145,0,0,1,0,0,1,0,no
64,81,517,555,266,1,1,0,0,2,1,0,yes
81,59,13,555,84,1,1,1,1,10,4,1,yes
163,64,126,82,89,0,0,0,0,0,0,0,no
30,498,497,157,126,0,0,1,0,1,1,0,no
81,13,555,59,517,1,1,0,1,5,3,1,yes
64,105,3,39,81,0,0,0,1,9,1,1,yes
4,201,119,24,421,1,1,1,0,4,3,0,no
67,13,3,38,64,1,1,1,0,2,3,0,no
39,40,22,84,28,0,0,0,0,7,0,0,yes
145,412,157,13,64,1,0,1,0,4,2,0,no
245,126,81,3,5,0,1,0,1,10,1,1,yes
67,518,76,157,3,1,1,0,0,3,0,0,no
517,13,236,164,89,0,0,1,1,7,2,1,yes
4,13,81,203,43,0,0,0,0,2,2,0,no
268,8,164,145,3,1,1,1,1,9,2,1,yes
163,145,120,201,421,0,1,0,0,6,3,0,no
26,22,517,64,13,1,0,1,1,8,1,3,yes
3,163,69,236,518,1,1,0,0,1,0,0,no
90,60,164,59,67,0,0,1,1,11,4,2,yes
44,13,518,64,145,1,1,1,1,5,3,1,yes
555,236,164,7,240,0,0,0,0,1,0,0,no
497,64,517,67,245,0,0,0,0,3,0,0,no
13,555,126,236,104,1,1,1,1,8,3,1,yes
3,429,126,142,64,1,0,1,0,5,1,0,no
145,104,105,13,497,0,1,0,1,9,2,1,yes
222,201,164,13,142,1,1,1,0,4,2,0,yes
203,29,267,39,41,0,0,0,0,0,0,0,no
201,126,79,222,142,1,0,1,0,1,3,0,no
236,134,84,555,121,0,1,0,1,9,1,1,yes
266,3,126,60,236,0,0,0,0,2,0,0,no
517,2,201,92,222,1,1,1,1,6,2,1,yes
59,145,555,13,24,1,1,1,1,10,2,1,yes
37,81,421,84,67,0,0,0,0,4,2,0,no
518,59,15,55,3,1,0,1,0,4,1,0,no
120,84,203,25,67,0,1,0,1,10,1,1,yes
517,222,98,59,120,0,0,0,0,0,0,0,no
20,145,40,42,13,1,1,1,0,6,2,0,yes
84,64,145,92,16,0,0,0,0,1,0,0,no
2,68,157,29,555,1,1,1,0,7,3,0,yes
81,421,120,56,25,1,1,0,1,8,2,1,yes
517,67,39,20,16,0,0,1,0,1,2,0,no
55,25,5,67,85,1,1,1,0,4,2,0,yes
64,126,3,84,145,0,0,0,0,0,0,0,no
107,80,163,126,24,0,0,0,0,3,0,0,no
222,39,64,3,68,1,1,1,0,3,3,0,yes
126,236,74,517,223,1,1,1,1,11,2,1,yes
3,64,91,25,110,0,0,0,0,5,1,0,no
59,516,42,119,412,1,0,1,0,0,1,0,no
39,64,84,81,3,0,1,0,0,2,1,0,yes
13,81,157,59,3,1,1,1,1,6,4,1,no
126,201,421,142,110,0,0,0,0,9,1,1,yes
8,15,134,203,412,1,1,1,0,4,2,0,yes
421,59,85,157,163,0,0,0,0,2,0,0,no
16,67,59,517,92,1,1,1,0,6,2,0,no
9,39,110,427,24,0,0,0,1,8,1,1,yes
4,203,81,3,82,0,1,1,0,4,2,0,no
201,67,42,163,266,1,0,0,1,5,1,1,yes
145,59,120,56,99,0,0,0,0,3,0,0,no
24,518,3,236,60,1,1,1,1,9,2,1,yes
163,81,78,555,39,1,1,1,1,9,2,1,yes
61,30,58,161,236,0,0,0,0,3,1,0,no
266,8,203,12,67,1,0,0,1,10,4,1,yes
121,82,89,80,126,0,1,1,0,5,2,0,no
76,98,136,67,24,0,0,1,1,9,3,1,yes
5,78,84,9,145,1,1,0,0,5,1,0,no
26,90,203,83,67,0,0,1,0,2,1,0,no
3,13,236,8,64,1,1,0,1,9,3,1,yes
203,84,8,3,236,0,1,1,0,6,1,0,yes
39,107,37,268,145,1,0,0,0,0,0,0,no
236,120,3,122,7,0,0,0,1,8,3,1,yes
517,58,59,80,163,1,1,1,0,5,1,0,no
59,145,13,517,555,1,1,1,1,7,2,1,yes
161,42,30,114,81,0,0,0,0,0,0,0,no
21,25,79,120,91,0,0,0,0,0,0,0,no
58,13,201,145,421,1,1,1,0,3,1,0,yes
145,64,3,68,157,1,0,0,0,0,0,0,no
75,223,38,59,81,0,0,0,0,0,0,0,yes
13,68,104,40,81,1,0,1,0,3,1,0,no
266,236,238,421,59,0,1,0,0,2,1,0,yes
4,81,107,16,74,0,0,1,0,1,1,0,no
119,122,201,421,7,1,1,0,1,10,2,1,yes
3,8,58,92,67,1,0,0,0,1,0,0,no
163,78,203,89,517,0,1,1,0,10,2,0,yes
67,432,163,7,6,0,0,1,0,4,2,0,no
51,64,39,53,517,1,1,0,1,7,2,2,yes
236,67,103,3,59,1,1,1,0,2,1,0,yes
111,43,120,81,64,0,0,0,0,0,0,0,no
41,12,67,111,203,1,1,1,0,7,2,0,yes
236,98,84,121,13,0,0,0,0,0,0,0,no
267,145,120,163,60,1,1,1,1,5,1,1,yes
236,56,201,164,59,0,0,0,0,4,0,0,no
92,145,203,134,53,0,0,1,0,2,1,0,no
238,518,76,3,126,1,1,0,1,7,2,1,yes
76,79,145,126,68,1,1,1,0,2,1,0,yes
203,498,3,517,163,0,0,0,0,0,0,0,no
13,39,3,67,421,1,1,1,0,3,2,0,yes
68,223,126,2,8,0,0,0,0,0,0,0,no
24,67,98,60,266,1,1,1,0,9,2,0,yes
163,58,236,12,76,0,0,0,0,0,0,0,no
555,67,134,120,26,0,1,1,1,5,3,1,yes
42,60,157,22,201,1,0,0,0,2,0,0,no
84,497,517,421,498,0,0,1,1,8,2,1,yes
111,203,67,112,223,1,1,0,0,2,1,0,no
67,3,163,43,119,1,1,1,0,4,1,0,yes
59,39,222,412,111,0,0,0,0,0,0,0,no
13,412,517,119,142,1,1,1,0,11,2,0,yes
236,245,78,28,40,0,0,0,0,0,0,0,no
119,40,25,13,120,1,1,1,1,9,2,1,yes
421,9,236,142,24,0,0,0,0,4,1,0,no
497,41,5,61,145,1,1,0,0,1,0,0,no
13,150,157,79,59,0,0,1,1,11,4,1,yes
55,60,78,145,201,1,0,1,0,2,1,0,no
13,518,62,421,3,0,1,0,1,8,3,1,yes
64,16,15,85,92,0,0,0,0,0,0,0,no
517,163,203,201,119,1,1,1,0,7,1,0,yes
26,13,203,25,67,0,0,0,0,0,0,0,no
51,223,64,126,8,1,1,1,0,5,3,0,yes
119,3,120,427,61,1,1,0,0,8,1,0,yes
103,201,10,64,67,0,0,1,1,3,2,2,no
145,126,59,98,517,1,0,1,0,4,1,0,no
81,201,5,120,84,0,1,0,1,2,1,1,yes
30,412,145,107,131,1,0,0,1,9,1,1,yes
134,60,67,59,79,0,1,1,0,1,2,0,no
64,201,236,107,131,0,0,0,0,2,0,0,no
59,163,81,3,6,1,1,1,1,7,3,1,yes
67,28,238,59,120,0,0,0,1,8,0,1,yes
518,39,64,161,114,1,1,1,0,7,3,1,no
203,105,498,59,58,0,0,0,1,3,0,1,no
64,67,84,163,164,1,1,1,0,9,2,0,yes
120,60,4,555,236,1,0,0,1,7,3,1,yes
163,421,110,98,13,0,1,1,0,5,1,0,no
67,498,497,421,142,0,0,0,0,4,0,0,no
238,120,163,98,145,1,1,1,1,9,2,1,yes
145,3,203,150,142,1,1,1,0,8,1,0,yes
98,13,223,81,121,0,0,0,0,0,0,0,no
68,30,53,236,84,1,0,0,0,0,0,0,no
421,98,91,3,119,0,1,1,1,11,2,1,yes
120,39,163,201,236,1,0,0,1,10,0,1,yes
6,517,3,64,21,0,1,1,0,5,3,0,no
120,517,203,16,51,0,1,1,0,3,3,0,yes
142,53,13,236,59,1,0,0,0,2,0,0,no
59,120,13,99,145,1,1,1,0,7,1,0,yes
103,157,201,421,110,0,0,0,0,0,0,0,no
59,39,142,3,67,0,0,0,1,4,1,1,no
64,13,145,98,120,1,1,1,0,9,3,0,yes
13,84,67,267,203,1,0,0,0,0,0,0,no
3,517,157,51,421,0,1,1,0,7,2,0,yes
25,10,121,3,67,1,0,0,1,2,1,1,no
4,107,236,39,43,0,1,1,0,11,3,1,yes
164,267,59,4,67,0,0,0,0,0,0,0,no
498,8,203,497,39,1,1,1,0,4,1,0,yes
79,42,14,43,145,0,1,1,1,6,3,1,no
24,127,412,81,421,1,0,0,0,4,2,1,yes
145,4,58,64,412,1,1,1,1,8,3,1,yes
81,120,163,555,13,0,0,0,0,2,1,1,no
64,36,51,84,126,0,0,1,0,0,1,0,no
127,67,3,39,104,1,1,0,0,5,1,0,yes
223,81,64,39,38,0,0,0,0,0,0,0,no
67,79,7,3,120,1,1,1,1,6,2,1,yes
161,81,203,41,43,1,0,0,0,0,0,0,no
10,39,163,15,3,0,1,1,0,9,1,0,yes
267,67,518,7,421,0,0,0,1,6,2,1,no
203,498,157,497,85,1,1,1,0,9,3,1,yes
126,236,84,59,412,1,1,0,0,3,1,0,no
41,81,134,64,3,0,0,1,1,9,4,1,yes
64,127,497,6,498,0,0,1,0,0,1,0,no
145,60,126,3,13,1,1,0,1,10,2,1,yes
157,498,497,85,79,0,0,0,0,1,1,0,no
64,145,8,37,84,1,1,1,1,7,2,1,yes
5,51,266,61,412,1,1,1,1,10,2,1,yes
145,34,64,3,10,0,0,0,0,3,1,0,no
8,201,101,203,145,1,0,0,0,0,0,0,no
59,61,41,67,412,0,1,1,0,6,1,0,yes
134,81,240,9,60,0,0,0,1,8,3,2,yes
5,7,223,30,96,1,1,1,0,5,3,0,no
104,8,67,412,4,0,0,1,0,2,1,0,no
64,81,497,39,30,1,1,0,1,10,2,2,yes
164,76,61,3,145,1,1,1,1,10,3,2,yes
6,8,84,67,25,0,0,0,0,2,1,0,no
85,64,517,25,43,1,1,1,0,8,2,0,yes
114,412,59,236,8,0,0,0,0,0,0,0,no
421,25,157,51,6,1,0,1,0,2,2,0,no
67,56,43,163,114,0,1,0,1,5,1,1,yes
113,84,67,6,25,1,1,1,1,4,2,1,yes
3,79,98,39,145,0,0,0,0,2,1,0,no
134,64,236,13,3,1,0,0,0,1,0,0,no
80,98,518,60,8,0,1,1,0,7,2,0,yes
8,59,163,3,145,0,0,0,1,9,1,1,yes
76,89,240,517,236,1,1,1,0,4,3,0,no
64,127,110,201,85,0,1,1,0,8,2,0,yes
78,203,3,15,7,1,0,0,0,1,0,0,no
518,39,25,51,64,1,0,1,0,5,4,0,no
75,16,59,236,163,0,1,0,1,5,1,2,yes
13,64,236,127,3,1,0,0,0,0,0,0,no
134,8,98,421,145,0,0,0,0,0,0,0,yes
84,59,22,43,6,0,1,0,0,6,1,0,yes
91,498,53,79,25,1,0,1,0,0,1,0,no
13,59,14,145,16,0,0,0,0,3,0,0,no
68,67,38,421,26,1,1,1,1,5,3,1,yes
163,75,421,145,412,1,1,1,0,4,1,0,yes
429,30,238,74,12,0,0,0,0,0,0,0,no
64,120,55,236,3,0,0,0,0,1,0,0,no
127,119,25,518,92,1,1,1,0,3,1,0,yes
3,6,145,120,69,1,0,0,0,3,0,0,no
236,59,79,517,127,0,1,1,1,10,3,1,yes
126,13,6,412,145,0,0,0,0,1,0,0,no
24,15,30,59,79,1,1,1,0,7,2,0,yes
142,68,67,3,59,1,0,0,0,0,0,0,no
236,163,25,64,518,0,1,1,1,8,3,1,yes
105,12,67,59,266,0,1,1,0,3,2,0,yes
92,15,91,141,3,1,0,0,0,1,0,0,no
10,17,76,99,11,0,0,0,0,0,0,0,no
12,518,104,44,92,1,0,0,0,0,0,0,yes
238,201,236,127,64,1,1,0,0,2,1,0,no
429,60,58,39,3,0,0,1,0,2,1,0,yes
42,240,201,67,72,0,0,1,0,1,1,0,no
145,16,157,126,64,1,1,0,1,9,2,1,yes
58,12,59,236,268,1,1,1,0,4,2,0,no
84,142,79,203,157,0,0,0,1,9,1,2,yes
126,127,9,236,28,0,0,0,0,2,0,0,no
517,64,22,157,3,1,1,1,1,7,2,1,yes
412,42,24,67,8,0,0,0,0,2,1,0,no
10,5,201,127,236,1,1,1,1,8,1,1,yes
84,79,64,163,145,1,0,1,0,6,2,1,yes
91,60,85,236,3,0,1,0,1,8,2,1,no
555,81,517,26,154,0,0,0,0,0,0,0,no
98,91,28,21,120,1,1,1,0,7,2,0,yes
67,92,142,154,223,0,1,1,0,10,1,0,yes
145,58,421,163,201,1,0,0,0,2,0,0,no
555,236,30,83,121,1,1,1,0,10,1,0,yes
84,3,145,59,126,0,0,0,0,0,0,0,no
76,39,429,3,122,1,1,0,1,10,1,1,yes
126,517,64,12,22,0,0,1,0,6,2,0,no
59,18,412,266,127,0,0,0,0,5,1,0,no
3,518,5,7,92,1,1,1,1,7,2,1,yes
201,429,117,58,60,1,0,0,0,1,0,0,no
121,8,163,81,3,0,1,1,0,6,1,0,yes
145,412,126,64,13,1,1,1,1,9,4,1,yes
427,3,81,266,39,0,0,0,0,1,0,0,no
555,127,145,85,59,1,0,0,1,7,1,1,yes
8,81,72,12,238,0,1,1,0,3,3,0,no
25,517,64,24,163,0,1,0,0,5,0,0,yes
236,103,92,16,39,1,0,0,0,0,0,0,no
84,39,67,3,76,0,0,1,0,2,2,0,no
236,8,79,59,80,1,1,0,1,7,2,1,yes
43,67,421,27,39,1,0,0,0,1,0,0,no
76,79,126,114,145,0,1,1,0,3,1,0,yes
2,203,236,555,39,0,0,0,0,0,0,0,no
3,8,421,517,145,1,1,1,0,3,1,0,yes
59,79,145,83,8,1,0,0,0,2,0,0,no
41,429,412,5,42,0,1,1,1,8,2,1,yes
254,517,142,3,81,1,1,0,0,1,0,0,no
107,236,157,25,421,0,0,1,0,6,3,0,yes
39,412,10,236,59,0,0,0,0,0,0,0,no
81,517,223,164,5,1,1,1,0,3,2,0,yes
41,64,127,112,26,0,0,0,0,0,0,0,no
421,266,161,429,412,1,1,1,0,3,1,0,yes
64,13,236,142,3,1,1,1,0,5,2,0,no
67,267,134,203,78,0,0,0,1,5,1,1,yes
145,266,13,164,98,1,0,0,0,0,0,0,no
421,41,90,236,79,0,1,1,0,8,1,0,yes
412,517,157,58,142,0,0,0,0,5,0,0,yes
67,122,12,39,64,1,1,1,0,2,1,0,no
126,60,164,518,429,1,0,0,0,1,0,0,no
84,103,64,145,3,0,1,1,0,4,2,0,yes
16,236,142,64,8,0,0,1,0,0,2,0,no
26,113,39,518,92,1,1,0,0,3,0,0,yes
164,163,12,429,64,1,1,1,1,11,2,1,yes
67,10,5,3,84,0,0,0,0,1,1,0,no
92,90,64,12,429,0,0,0,0,1,0,0,no
236,85,13,3,164,1,1,1,0,6,1,0,yes
81,421,238,126,98,1,1,1,0,7,3,0,yes
201,68,5,236,8,0,0,0,0,1,0,0,no
154,126,38,79,236,0,0,0,0,3,0,0,no
429,83,3,142,76,1,1,1,1,6,3,1,yes
126,8,412,429,203,1,0,0,0,0,0,0,no
127,236,39,64,3,0,1,1,0,8,1,0,yes
421,90,145,126,412,0,0,0,0,0,0,0,no
3,20,122,236,127,1,1,1,0,3,2,0,yes
30,126,67,58,555,1,1,0,1,9,2,1,yes
3,238,79,107,145,0,0,1,0,5,2,0,no
64,126,134,81,3,0,0,1,0,4,1,0,no
133,127,59,201,236,1,1,0,1,9,1,1,yes
12,8,266,236,91,0,1,1,1,9,2,1,yes
79,84,164,145,421,1,0,0,0,4,2,0,no
203,266,79,15,517,0,0,0,0,6,2,0,yes
64,103,3,8,110,1,1,1,0,1,1,0,no
3,236,39,42,203,1,1,1,1,11,3,1,yes
64,38,126,201,67,0,0,0,0,2,0,0,no
39,203,3,119,24,0,1,1,1,7,2,1,yes
59,127,236,98,84,1,0,0,0,4,0,0,no
412,429,266,516,157,1,1,0,0,3,2,0,no
39,58,60,145,3,0,0,1,1,5,2,2,yes
3,8,39,21,28,0,0,0,0,0,1,0,no
126,41,12,518,30,1,1,1,1,11,2,1,yes
236,266,76,8,3,0,1,1,0,5,2,0,yes
145,92,238,25,79,1,0,0,0,0,0,0,no
91,3,203,39,18,0,1,0,1,7,2,1,yes
64,429,126,74,25,1,0,1,0,2,2,0,no
12,134,64,236,10,0,0,0,0,2,0,0,no
85,126,223,164,67,1,1,1,1,9,3,1,yes
16,67,58,421,75,0,1,1,1,9,2,1,yes
53,145,79,157,8,1,0,0,0,0,0,0,no
145,142,39,5,12,1,0,0,0,0,0,0,no
3,429,157,64,24,0,1,1,1,6,2,1,yes
64,145,517,43,9,1,1,1,0,3,2,0,no
18,92,3,59,134,0,0,0,0,7,1,0,yes
10,127,518,12,2,0,0,0,0,3,0,0,no
3,58,105,145,60,1,1,1,1,11,3,2,yes
18,201,79,80,127,0,1,1,0,5,3,0,no
3,145,8,84,121,1,0,0,1,8,0,1,yes
30,498,268,114,497,0,0,0,0,0,0,0,no
59,8,145,79,127,1,1,1,0,7,1,0,yes
12,517,164,266,145,1,0,1,1,7,3,1,yes
131,64,67,223,13,0,1,0,0,2,0,0,no
164,15,78,61,421,1,0,0,0,4,0,0,no
12,145,41,203,26,0,1,1,1,11,4,1,yes
38,421,39,497,15,1,0,0,0,0,0,0,no
145,238,8,79,48,0,1,1,0,4,1,0,yes
39,3,517,51,64,0,1,0,0,3,1,0,no
16,8,121,13,236,1,0,1,1,8,2,1,yes
429,39,412,134,59,0,0,0,1,7,2,1,yes
7,145,126,266,12,1,1,1,0,3,2,0,no
3,429,85,56,13,0,1,1,1,10,4,2,yes
58,421,223,145,134,1,0,0,0,4,0,0,no
555,54,8,421,145,0,0,0,1,8,3,2,no
3,23,30,498,115,1,1,1,0,8,2,0,yes
157,134,126,3,421,0,1,1,0,4,2,0,yes
39,223,266,69,127,1,0,0,0,2,0,0,no
43,201,13,236,266,1,0,0,0,0,0,0,no
127,3,145,517,92,0,1,1,0,2,1,0,yes
64,85,98,127,15,0,0,0,0,2,0,0,no
8,201,105,59,236,1,1,1,0,8,1,0,yes
12,145,79,8,236,1,0,0,0,1,0,0,no
64,429,98,92,127,0,1,1,0,5,2,0,yes
79,238,53,67,126,0,1,0,1,7,2,1,no
30,80,58,3,145,1,0,1,0,8,2,1,yes
53,517,126,145,60,0,1,1,1,10,3,1,yes
22,223,13,112,421,1,0,0,0,3,0,0,no
78,145,64,12,136,1,1,1,1,6,1,1,no
67,223,142,92,23,0,0,0,0,10,2,1,yes
126,60,412,236,61,1,1,1,0,3,1,0,yes
13,223,67,157,5,0,0,0,0,0,0,0,no
517,59,3,157,58,0,0,0,1,3,0,2,no
92,145,421,8,79,1,1,1,0,9,4,0,yes
145,25,13,238,104,0,0,0,0,0,0,0,no
202,24,16,421,517,1,1,1,0,2,1,0,yes
517,8,145,5,12,0,0,1,0,5,2,0,yes
222,58,127,59,25,1,1,0,0,1,0,0,no
421,136,164,145,3,1,1,0,0,3,0,0,no
8,126,30,238,12,0,0,1,1,9,3,1,yes
5,412,7,67,517,1,1,1,1,9,3,1,yes
114,79,69,2,145,0,0,0,0,2,0,0,no
3,236,13,27,92,0,1,0,0,1,0,0,no
39,25,429,64,61,1,0,1,0,1,1,0,yes
412,15,61,30,266,0,1,0,1,5,2,1,yes
64,3,157,13,145,1,0,1,0,3,1,0,no
145,126,412,74,5,1,1,0,0,6,0,0,yes
107,12,517,78,67,0,0,1,0,2,2,0,no
114,266,12,236,8,0,0,1,0,0,1,0,no
58,39,67,163,79,1,1,0,1,11,1,1,yes
64,91,89,8,67,0,1,0,0,3,2,0,yes
85,236,201,240,2,1,0,1,0,3,1,0,no
50,429,40,113,126,1,0,0,0,0,0,0,no
121,54,236,53,517,0,1,1,0,5,2,0,yes
127,60,498,497,24,0,1,0,0,6,1,0,yes
145,121,89,517,114,1,0,1,0,0,2,0,no
39,164,16,236,8,1,1,1,1,10,3,2,yes
112,121,12,30,238,0,0,0,0,2,0,0,no
134,24,89,236,126,0,1,1,0,3,2,0,no
64,12,145,85,142,1,0,0,0,4,1,0,yes
266,110,238,60,412,1,0,0,0,11,1,0,yes
3,84,7,64,112,0,1,1,0,2,2,0,no
223,164,142,8,498,1,1,0,0,8,3,0,yes
412,7,6,64,119,0,0,1,1,1,1,1,no
6,104,26,9,112,0,1,1,1,9,2,1,yes
67,236,3,91,60,1,0,0,0,2,0,0,no
163,157,4,33,79,1,0,0,0,0,0,0,no
92,112,12,64,81,0,1,1,0,4,2,0,yes
121,142,6,43,81,0,0,0,0,0,0,0,no
40,236,80,7,203,1,1,1,0,3,1,0,yes
121,69,90,498,497,1,1,1,0,7,2,0,yes
223,202,516,240,5,0,0,0,0,2,0,0,no
81,412,76,91,6,0,0,0,0,2,0,0,no
266,64,145,517,79,1,1,1,1,7,3,1,yes
555,81,5,142,8,0,0,0,0,1,0,0,no
420,145,412,13,164,1,1,1,0,6,2,0,yes
141,81,84,223,61,1,1,0,0,11,1,0,yes
30,412,24,236,64,0,0,1,0,0,1,0,no
60,114,223,81,91,1,1,1,0,7,1,0,yes
79,126,111,39,68,0,0,0,0,0,0,0,no
127,222,555,203,8,1,0,0,0,0,0,0,no
27,64,81,79,69,0,1,1,1,6,3,1,yes
40,145,17,60,39,1,1,1,1,10,2,1,yes
127,11,44,15,26,0,0,0,0,0,0,0,no
142,6,110,64,412,1,1,1,0,6,2,0,yes
236,76,266,127,516,0,0,0,0,1,0,0,no
145,111,13,67,114,0,0,0,0,0,0,0,no
78,223,79,164,81,1,1,1,0,8,1,0,yes
39,497,81,13,141,0,0,0,0,7,2,1,yes
145,107,154,43,3,1,1,1,1,5,3,1,no
246,60,41,25,51,1,1,1,1,11,3,1,yes
80,24,497,81,517,0,0,0,0,1,0,0,no
3,60,164,236,201,0,0,0,0,1,0,0,no
58,245,223,110,13,1,1,1,0,10,2,0,yes
64,518,105,412,222,0,1,1,1,6,1,1,no
81,27,223,517,246,1,0,0,0,8,3,1,yes
89,3,145,64,240,0,0,1,1,0,1,1,no
497,81,245,246,517,1,1,0,0,10,3,0,yes
38,106,157,78,64,0,1,0,0,2,0,0,no
203,84,43,497,81,1,0,1,1,3,2,1,yes
89,121,145,79,142,1,1,0,0,2,0,0,no
246,497,30,81,80,0,0,1,0,6,3,0,yes
4,245,41,43,236,1,0,0,0,0,0,0,no
421,105,13,110,117,0,1,1,0,4,1,0,yes
246,43,497,81,2,0,1,0,1,8,2,1,yes
236,111,82,64,68,1,0,1,0,0,1,0,no
79,78,53,7,498,1,1,0,1,11,3,2,yes
